"β-1","6.30×10-3","4.450×10-2*","2.80×10-4",
"β-4","6.30×10-3","1.344×10-1*","8.47×10-4",
"β-5","1.60×10-2","1.383×10-1*","2.21×10-3",
"β-7","9.70×10-1","2.287×10-1*","2.21×10-1",
"γ8","1.46×10-3","1.619×10-1","2.36×10-4",
"γ10","1.59×10-2","2.390×10-1","3.80×10-3",
"γ11","3.94×10-3","2.498×10-1","9.85×10-4",
"γ15","5.58×10-3","5.206×10-1","2.90×10-3",

